text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
@USER @USER @USER @USER That's how the Clinton Foundation works. Only 5 % goes to charity and the rest to ClintonCart,0,Negative,Neutral,0.03397502,0.91562957,0.050395347,0.91562957,False
"@USER @USER @USER Learning from those who cause massive attention can be useful if you wanna do it too, or prevent it.",1,Neutral,Positive,0.017278027,0.47115958,0.51156235,0.51156235,False
Diamond Shaq is better than Pink Diamond Tim Duncan,2,Positive,Neutral,0.046865504,0.49300662,0.46012783,0.49300662,False
@USER @USER Gotta love experts on Putin style.,0,Negative,Positive,0.12956788,0.26398006,0.60645205,0.60645205,False
@USER surprise CFPD donated $50K to Clinton..you sanction abortion so you should enjoy watching Trump gut your precious baby.,1,Neutral,Negative,0.9925418,0.006503967,0.000954235,0.9925418,False
If Juul goes out of business HB will make the anti-Trump riots look like child's play,1,Neutral,Negative,0.991706,0.0074787033,0.0008152138,0.991706,False
"@USER No she said ""white people shouldn't be running it"" but same thing to dems.",1,Neutral,Negative,0.9843656,0.014652072,0.0009823065,0.9843656,False
"Israeli forces violently disperse march in Kafr Qaddum, protesters suffer tear gas inhalation | Maan…",1,Neutral,Negative,0.99313897,0.0061357715,0.0007252158,0.99313897,False
#BREAKING Reports of attempted stabbing in #Shoafat East #Jerusalem #Palestinian shot dead#Israel,1,Neutral,Negative,0.9877357,0.011574393,0.0006898831,0.9877357,False
China Doesn't Want Its Citizens to Call North Korea's Leader 'Kim Jong Fatty the Third',1,Neutral,Negative,0.9768181,0.022111101,0.0010707788,0.9768181,False
Pics from @USER on the Interview by #HollywoodLivetoday about #Homewalk and more! #ThisIsUs,2,Positive,Neutral,0.0009822347,0.9661397,0.032878127,0.9661397,False
I don't understand how people can see gay marriage as anything more complex than love. It's just love and no one should be denied that,2,Positive,Neutral,0.26718876,0.6854019,0.04740937,0.6854019,False
You don’t need a weather man - to see which way the wind blows. —Bob Dylan,1,Neutral,Positive,0.0068329726,0.25327852,0.7398884,0.7398884,False
"Biogas from grass can supply all UK with gas, claims CEO of @USER #innovation #cleantech",1,Neutral,Positive,0.0018550688,0.083520226,0.91462475,0.91462475,False
Nobody should be underestimating this recount. Came right after Trump said he'll pull out of TPP. It's not over until inauguration on Jan 20,0,Negative,Positive,0.067167334,0.33977282,0.59305984,0.59305984,False
"Millions agree w/ Paul Nehlen, Newt, Mike Huckabee, Sean Hannity- #NeverRomney! Reject ROMNEY! @USER",0,Negative,Neutral,0.28598264,0.5477653,0.1662521,0.5477653,False
@USER you don't need coffee when the spirit of Kim Jong-un is there to keep you awake,0,Negative,Neutral,0.053600293,0.85589945,0.090500176,0.85589945,False
"DJT is a volatile diet cocktail of Erdogan, Kim Jong Un, Putin, Gaddafi, and Mugabe.",0,Negative,Neutral,0.34387618,0.6472242,0.008899579,0.6472242,False
Watching #MariahsWorld learning how to be the most extra,2,Positive,Neutral,0.004145188,0.8152554,0.18059936,0.8152554,False
#Microsoft Joins The Linux Foundation as a Platinum Member via multiple search engine,1,Neutral,Positive,0.0016578953,0.04726616,0.951076,0.951076,False
Lady Gaga On Melania's Anti-Bully Speech: ‘Your Husband Is 1 Of The Most Notorious Bullies',0,Negative,Neutral,0.17571871,0.7972683,0.027013002,0.7972683,False
@USER that is one opinion! But still not a fact: here's a fact: HRC won the popular vote by over 2000000 votes!,1,Neutral,Positive,0.008026358,0.14002629,0.85194737,0.85194737,False
@USER euthanasia for those who are barely living,1,Neutral,Negative,0.98357165,0.015534671,0.0008936628,0.98357165,False
"Rick Porcello aside, the BBWAA has been doing a better job recently with its Cy Young voting",1,Neutral,Positive,0.0013572004,0.034098852,0.96454394,0.96454394,False
@USER @USER #ThankYouObama for flying in #Pizza from #Chicago @USER expense. $65.000 to another #Pizzagate,0,Negative,Neutral,0.030144526,0.54941154,0.42044395,0.54941154,False
Hey @USER - worth checking this week's @USER on what robots are learning from octopuses,2,Positive,Neutral,0.0022280721,0.6227634,0.37500858,0.6227634,False
The Constitution lets the electoral college choose the winner. They should choose Clinton. #StillWithHer,2,Positive,Neutral,0.01915479,0.9105466,0.07029857,0.9105466,False
Burtle for sale! DM me! #Hatchimals #hatchimal #blackfriday #burtle,2,Positive,Neutral,0.0011941099,0.85877794,0.14002796,0.85877794,False
@USER any updates on that income tax audit or was that all a lie? #BlackFriday #StillWithHer #Thanksgiving #AuditTheElection,0,Negative,Neutral,0.06213585,0.9239987,0.013865466,0.9239987,False
@USER Wondering what better system we could implement. Popular vote should have more influence. Electoral college sounds sketchy.,1,Neutral,Negative,0.987515,0.01138005,0.0011048905,0.987515,False
Wow...the #Haifa fire story flew under my radar....damn. Arson or Karma? #Israel #Palestine,1,Neutral,Negative,0.9895253,0.0087953685,0.0016792924,0.9895253,False
I will end the embargo against Cuba.,2,Positive,Neutral,0.02537539,0.55943763,0.415187,0.55943763,False
@USER just because you use products that are not vegan doesn't mean you support animal testing,1,Neutral,Negative,0.79650944,0.19895932,0.004531251,0.79650944,False
Sheikh Othman #Aden police arrested a cell of 6 suspected terrorists allegedly plotting the assassination of a lawyer in Mansoura. #Yemen,1,Neutral,Negative,0.90798104,0.08975202,0.0022669625,0.90798104,False
"@USER Not sure, what happens then is that certain companies start to monopolize deep learning...",0,Negative,Neutral,0.038289305,0.9390597,0.022650937,0.9390597,False
"W/ Trump, nationalists strike back against immigration #politics #elections #news #startup",0,Negative,Neutral,0.109178565,0.87974703,0.011074413,0.87974703,False
The latest The mardibum63 Daily! Thanks to @USER @USER @USER #ai #brexit,1,Neutral,Positive,0.0029472734,0.06082021,0.93623257,0.93623257,False
"""He wants to break up the country’s biggest companies, meet with Nort Korean leader Kim Jong Un & throw President P…",1,Neutral,Negative,0.8933572,0.103834264,0.0028085033,0.8933572,False
A Trump cabinet position is waiting for him when he gets back to the States.,1,Neutral,Positive,0.008642455,0.36286876,0.62848884,0.62848884,False
Spoiler alert: this is what's inside of your Hatchimal. #ruinedchristmas #Hatchimals,0,Negative,Neutral,0.116827205,0.87475616,0.008416652,0.87475616,False
Steve Bannon refuses to shop on #BlackFriday #TRUMP,1,Neutral,Negative,0.9728966,0.025965398,0.0011379423,0.9728966,False
Right after this there was a crash right behind us. The @USER driver saved the fffff out of us! #ironcurtain #uber …,1,Neutral,Positive,0.042507432,0.13745303,0.8200396,0.8200396,False
"#ISIS infogrphic, week 5 of #MosulOffensive: claims killing 487 #ISF & #Peshmerga; 20 suicide attacks; 76 Humvees,…",1,Neutral,Negative,0.9914534,0.007786401,0.00076015113,0.9914534,False
Yep. Ben Carson is a Clarence Thomas type pick. @USER @USER,2,Positive,Neutral,0.010635052,0.7822697,0.20709531,0.7822697,False
#Laugh at Ron White Death Penalty on #comedy #funny #standup,2,Positive,Neutral,0.015399352,0.64540017,0.3392005,0.64540017,False
Tony romo want me out the game,1,Neutral,Negative,0.94112396,0.057012632,0.0018633356,0.94112396,False
The Electoral College Is Anything But Outdated,1,Neutral,Negative,0.9945714,0.004547525,0.0008810779,0.9945714,False
@USER I'm gonna need you to put a stop to the Dakota Access Pipeline if you ever want my support.,1,Neutral,Negative,0.49899256,0.48552603,0.015481422,0.49899256,False
A Democrat paid for by George Soros.,1,Neutral,Negative,0.97951436,0.019430703,0.001054998,0.97951436,False
"@USER @USER I hope it doesn't replicate in Pak, rightists coming to power. Congress will strike back. No guarantees :)",0,Negative,Neutral,0.055844456,0.8947033,0.049452234,0.8947033,False
"He had Michael Moore camping on his doorstep like a groupie, played 'em like a pro—but does it matter now? Wait,…",0,Negative,Neutral,0.18158458,0.7048063,0.11360909,0.7048063,False
How time changes: Microsoft joined Linux Foundation as platinum member - long gone the Halloween documents!,2,Positive,Neutral,0.01017497,0.5127172,0.4771078,0.5127172,False
Analyzing Post-Disaster #Structural Damage Using #DeepLearning Systems,0,Negative,Neutral,0.009347799,0.97189415,0.018758008,0.97189415,False
"""We're already experimenting with more materials."" - 3D_Fuel co-founder John Schneider via cnntech",2,Positive,Neutral,0.0012316973,0.927122,0.07164633,0.927122,False
@USER I spent my 25k and got verlander,2,Positive,Neutral,0.0044960654,0.9636128,0.031891137,0.9636128,False
"But something something Clinton foundation something Saudi Arabia, right?",0,Negative,Neutral,0.014273359,0.9695375,0.016189057,0.9695375,False
😂😂WHEN I SAY WE TRIED 20 DAM TIMES!! STANDING STILL IS HARD AF😂😂 #mannequinchallenge…,2,Positive,Negative,0.7312282,0.13421348,0.13455833,0.7312282,False
The election of Donald Trump could have a significant future impact on the project Dakota Access Pipeline when he takes office.,2,Positive,Neutral,0.11966331,0.83077246,0.049564146,0.83077246,False
Told her don't come for me because she wouldn't be able to find me!!! #IAmTheTruth,1,Neutral,Negative,0.724022,0.26086375,0.0151142925,0.724022,False
"@USER True fair trade=foreign imports meet US regulations over there...EPA, OSHA, Labor laws, minimum wage, etc.",1,Neutral,Positive,0.007925713,0.46409038,0.52798396,0.52798396,False
@USER advice of the year! @USER @USER @USER @USER @USER @USER,1,Neutral,Positive,0.000835941,0.03091732,0.96824676,0.96824676,False
"Terrorist Bilal_Abdul_Kareem thinks the only way t ""defeat"" #ISIS is by declaring #Assad; the defender of #Syria ag…",1,Neutral,Negative,0.9706497,0.02818678,0.0011635028,0.9706497,False
Undersecretary of Cement on the Mexican Border..BUILD THE WALL.,0,Negative,Neutral,0.15969081,0.81889564,0.021413507,0.81889564,False
"When Leonard Cohen and Fidel Castro both kick the bucket to avoid dealing with a Trump Presidency, choppy waters ahead...",0,Negative,Neutral,0.2075271,0.76939535,0.023077628,0.76939535,False
@USER @USER control? Rape/incest = <3%. You think the death penalty for a murderer is equivalent to the slaughter of,1,Neutral,Negative,0.99181575,0.007317774,0.00086650834,0.99181575,False
@USER @USER @USER Plez fight Putin!,0,Negative,Neutral,0.31295875,0.6524185,0.034622747,0.6524185,False
#Isis commanders in #Syria or #Iraq directed foiled plot to launch pre-Christmas attacks on Paris landmarks,1,Neutral,Negative,0.9749669,0.024161156,0.0008720792,0.9749669,False
"@USER @USER @USER @USER @USER read my articles. #Israel treats #Hamas daughter, people from #Gaza",1,Neutral,Negative,0.9707856,0.028157275,0.0010571281,0.9707856,False
current white supremacists: Why isnt there a white friday??,1,Neutral,Negative,0.98814046,0.011076425,0.0007831104,0.98814046,False
"More advances by SAA, Russian army and other groups in Eastern #Aleppo. Another ""slice"" almost completed…",1,Neutral,Positive,0.0016749278,0.14663625,0.85168874,0.85168874,False
"Started my day considering watching #GilmoreGirlsRevival, then found out what #Hatchimals are, now I'm playing @USER #Batman. Hm.",1,Neutral,Positive,0.0036208536,0.3980598,0.5983193,0.5983193,False
@USER Will someone think of Michael Moore right now? Prayers to @USER - he must be inconsolable.,1,Neutral,Negative,0.52470654,0.43011832,0.04517511,0.52470654,False
@USER @USER @USER @USER You guys. 👏🏽 👏🏽 👏🏽 👏🏽 👏🏽 (that a slow clap emoji style) #Westworld,1,Neutral,Positive,0.0011793212,0.013926825,0.98489386,0.98489386,False
@USER How many of Cuba problems reflect US embargo? Cuba much poorer than US but has similar life expectancy. Why?,1,Neutral,Negative,0.9586998,0.04004675,0.0012535041,0.9586998,False
"At our current rate of use, we're predicted to run out of fossil fuels within 100 years. Let me know how that works…",1,Neutral,Negative,0.9354351,0.060926057,0.0036388987,0.9354351,False
"I can't wait to kick 22 million off of Obamacare, voucherize Medicare & destroy Medicaid & the states with a block…",0,Negative,Positive,0.31470108,0.27486148,0.41043746,0.41043746,False
Bad hombres ran a 🦃 trot relay. Took 9th place among men teams @USER #TurkeyTrot #Run901 #RunHappy,1,Neutral,Negative,0.66074634,0.27381688,0.06543683,0.66074634,False
Christmas Charity Benefit 🌲 #MannequinChallenge @ Lukas Nursery & Butterfly Encounter,2,Positive,Neutral,0.0007264773,0.614195,0.3850785,0.614195,False
"Of course I would out Christopher in my top 4 and it would be a controversial choice, so I'm just not gonna do the #GilmoreGirlsTop4",2,Positive,Neutral,0.1738736,0.81280214,0.013324272,0.81280214,False
Lover Lover Lover by Leonard Cohen is totally about being a trans girl like come on it's not even subtle,0,Negative,Neutral,0.063890345,0.6590623,0.27704734,0.6590623,False
ICYMI: Winners were announced this week for the National Book Awards! What are you reading this weekend? #NBAwards,1,Neutral,Positive,0.00091006886,0.24318768,0.7559022,0.7559022,False
"@USER I know the ones around here certainly have. Leaving no stone unturned, no petition unsigned. #StillWithHer @USER",1,Neutral,Positive,0.0058997893,0.30803877,0.68606144,0.68606144,False
Cat in the Hat Valentines Fabric -- Last Piece -- 40-70% off Listings throughout our by altcollect #offer,2,Positive,Neutral,0.0010597698,0.85737085,0.14156942,0.85737085,False
Shariatpur's Idris Ali awarded death penalty for 1971 war crimes,1,Neutral,Negative,0.9725972,0.025751328,0.0016515263,0.9725972,False
is it ok to avoid the person you sexted once when u wanted to get off now that you're in a relationship. I make bad decisions hombres,1,Neutral,Negative,0.9803633,0.018357316,0.0012793915,0.9803633,False
"@USER sorry but US friendship brings drone strikes, they forget that PAK played biggest role in Russia,s division.",1,Neutral,Negative,0.9851667,0.013771288,0.0010619839,0.9851667,False
Don't blame me. I voted for Hillary! #StillWithHer,1,Neutral,Positive,0.003334523,0.027300341,0.9693652,0.9693652,False
#ZacEfron and Seth Rogen Are Shirtless and Wearing Short Shorts...,1,Neutral,Negative,0.6039318,0.38937947,0.0066886973,0.6039318,False
"@USER ""the times they are a changin'"" by bob dylan, ""the watchtower"" Bobbi Hendrix, n Phil Collins",1,Neutral,Positive,0.001534946,0.367668,0.630797,0.630797,False
@USER @USER Petro Poroshenko's an optimist but Putin's bedded down his proxies with WMD everything ready for a war he's staying,1,Neutral,Negative,0.9879019,0.011203328,0.0008948293,0.9879019,False
"So many people got taken from us in 2016, phizzurp, showkey, m dot, Muhammad Ali, Britney Spears😭😭😭",1,Neutral,Negative,0.9214917,0.06570178,0.012806559,0.9214917,False
Saw @USER 's name on new wikileaks documens about #Yemen. Intresting!,2,Positive,Neutral,0.32843968,0.40749362,0.26406676,0.40749362,False
@USER @USER ummm literally so many brands have stopped animal testing #doyourresearch,1,Neutral,Negative,0.992529,0.0066310507,0.0008399162,0.992529,False
"Let the Government know we are with Doctors and Nurses on this #LipaKamaTender & stop stealing funds for vaccines, hospitals, equipment!",0,Negative,Neutral,0.047760088,0.8066399,0.14560011,0.8066399,False
